did_buy,Recency,Frequency,MonetaryValue,AvgNonCashPay,ActivationDate,Age,SubscribedEmail,SubscribedPush,Male
0,251.0,9.333333333333334,279.96491228070175,25.140350877192986,735600,39,True,True,1
1,339.0,56.4,155.2367491166078,20.90459363957597,735600,36,False,True,1
0,394.0,3.5,225.77272727272728,0.0,735600,31,True,True,0
0,27.0,25.0,373.271523178808,60.47682119205297,735600,21,False,False,0
0,118.0,15.333333333333334,373.9193548387097,41.34946236559139,735600,24,False,True,1
1,10000.0,0.0,0.0,0.0,735600,32,True,True,0
0,493.0,13.333333333333334,256.69135802469134,18.876543209876544,735600,29,False,False,0
1,34.0,16.666666666666668,367.8811881188119,61.782178217821766,735600,34,True,True,0
1,129.0,7.0,324.7674418604651,0.0,735600,31,True,False,1
1,7.0,62.833333333333336,255.34656084656083,34.76190476190475,735600,45,True,True,0
0,650.0,5.0,205.35483870967732,28.258064516129032,735600,29,True,True,1
0,846.0,2.6666666666666665,262.29411764705884,23.941176470588236,735600,22,True,False,0
0,42.0,5.25,324.65116279069764,62.790697674418624,735600,22,True,True,1
1,7.0,21.6,306.9449541284404,59.6605504587156,735600,22,False,True,1
0,679.0,7.2,344.945945945946,30.54054054054054,735600,33,True,True,1
0,496.0,16.333333333333332,329.91919191919186,39.343434343434346,735600,45,True,True,0
0,903.0,6.5,379.85,0.0,735600,19,False,False,1
1,23.0,15.2,357.2597402597403,53.12987012987014,735600,52,False,False,0
0,405.0,4.0,298.48,10.64,735600,30,False,False,0
0,651.0,5.0,398.32258064516134,68.80645161290325,735600,43,False,False,1
0,541.0,1.8333333333333333,256.9166666666667,0.0,735600,35,False,False,1
0,777.0,3.8333333333333335,289.0416666666667,0.0,735600,28,True,True,1
0,287.0,2.6666666666666665,300.3529411764706,12.352941176470592,735600,26,False,True,0
0,645.0,8.166666666666666,248.51999999999995,20.0,735600,40,False,False,0
0,651.0,7.166666666666667,364.22727272727275,30.045454545454547,735600,49,False,False,0
1,34.0,14.8,345.63999999999993,44.46666666666667,735600,36,True,True,0
0,395.0,3.3333333333333335,214.71428571428572,0.0,735600,21,False,False,0
0,76.0,5.0,313.51645161290315,24.0641935483871,735600,60,True,True,0
1,6.0,17.666666666666668,282.214953271028,42.345794392523366,735600,26,False,True,0
0,699.0,2.7142857142857144,207.65,8.5,735600,53,True,False,1
1,166.0,2.5,304.9375,0.0,735600,29,False,False,0
0,127.0,4.5,441.60714285714283,44.392857142857146,735600,21,True,True,0
0,647.0,2.3333333333333335,148.8666666666667,16.999999999999993,735600,27,False,True,0
1,69.0,10.833333333333334,270.7727272727273,17.106060606060606,735600,39,False,False,1
0,112.0,23.0,342.3829787234043,30.361702127659573,735600,51,False,True,0
0,54.0,30.0,635.7679558011049,106.01104972375687,735600,32,True,True,0
1,16.0,20.0,291.09090909090907,36.62809917355373,735600,29,True,True,0
1,456.0,1.5,214.28571428571428,0.0,735600,29,False,False,1
1,5.0,18.0,199.2631578947368,35.10526315789473,735600,41,True,True,0
0,13.0,28.833333333333332,235.2183908045977,30.94252873563218,735600,33,True,False,1
0,882.0,2.6666666666666665,329.6470588235294,0.0,735600,21,True,True,0
0,566.0,3.75,340.5625,0.0,735600,40,True,True,0
1,3.0,10.363636363636363,587.704347826087,60.86086956521739,735600,51,True,True,0
0,166.0,4.5,173.60714285714286,7.5,735600,47,False,False,1
1,298.0,9.166666666666666,255.88839285714286,32.96875,735600,28,True,False,1
1,91.0,3.8333333333333335,452.2916666666667,50.666666666666664,735600,27,False,True,1
0,43.0,7.166666666666667,327.20454545454544,4.25,735600,26,True,False,0
1,153.0,3.6666666666666665,358.04347826086956,30.000000000000004,735600,32,True,True,0
1,61.0,0.8333333333333334,350.5,5.00000000000001,735600,32,True,True,0
1,248.0,6.0,394.7567567567568,22.945945945945947,735601,29,True,True,1
1,35.0,7.5,290.38709677419354,6.451612903225806,735601,34,False,True,0
0,826.0,1.5,259.79999999999995,19.0,735601,38,True,False,1
1,86.0,39.333333333333336,210.2109282700422,23.928312236286924,735601,38,True,False,1
1,29.0,8.0,361.6122448979593,38.36734693877551,735601,47,True,False,1
1,7.0,33.333333333333336,200.69154228855726,24.089552238805975,735601,21,True,True,0
1,35.0,18.833333333333332,175.24122807017545,19.434210526315784,735601,36,True,True,1
0,294.0,12.833333333333334,381.56410256410254,33.34615384615384,735601,43,True,False,1
1,22.0,45.666666666666664,274.96000000000004,33.080000000000005,735601,38,True,True,0
0,273.0,18.333333333333332,303.23232142857154,28.55339285714286,735601,30,True,False,1
1,381.0,3.6666666666666665,243.75,20.166666666666668,735601,34,False,True,0
1,2.0,24.666666666666668,413.82550335570465,60.44966442953019,735601,27,False,True,0
1,115.0,11.0,264.1607142857143,6.839285714285716,735601,28,True,False,0
1,29.0,29.666666666666668,280.95530726256993,28.709497206703915,735601,46,False,False,1
0,5.0,15.0,338.43956043956047,33.74725274725275,735601,24,False,True,0
1,767.0,2.0,337.2307692307692,0.0,735601,36,True,True,1
1,441.0,3.3333333333333335,265.04761904761904,0.0,735601,26,False,False,1
1,1.0,103.5,126.87696141479104,14.512106109324755,735601,33,False,False,0
0,10.0,10.333333333333334,371.3809523809524,32.666666666666664,735601,28,True,True,1
1,107.0,7.166666666666667,531.590909090909,88.97727272727273,735601,27,True,True,0
1,34.0,8.166666666666666,436.38,88.02,735601,28,False,True,1
0,665.0,23.0,171.16666666666666,0.0,735601,45,True,True,1
0,651.0,4.2,366.95454545454544,0.0,735601,16,True,False,1
1,54.0,10.333333333333334,301.65079365079373,37.222222222222214,735601,26,False,False,1
0,459.0,3.0,255.10526315789474,22.10526315789474,735601,34,True,True,1
0,86.0,0.625,283.5,0.0,735601,51,True,False,1
0,418.0,11.0,251.53731343283582,28.089552238805965,735601,35,True,False,1
1,2.0,2.3333333333333335,468.26666666666665,41.33333333333334,735601,118,False,False,0
0,33.0,7.333333333333333,184.52173913043478,19.130434782608695,735601,21,True,True,1
1,131.0,12.833333333333334,317.0769230769231,44.41025641025641,735601,23,True,True,0
0,695.0,7.5,194.67391304347825,24.608695652173914,735601,21,True,True,0
1,173.0,5.833333333333333,281.3888888888889,13.88888888888889,735601,37,True,True,1
1,63.0,1.5,363.8,0.0,735601,34,False,False,1
1,7.0,6.666666666666667,359.1219512195122,0.0,735601,28,False,False,1
1,84.0,11.0,267.7058823529411,11.529411764705882,735601,46,True,False,1
0,137.0,12.666666666666666,181.10256410256412,23.743589743589748,735601,25,True,True,0
1,77.0,21.5,159.85384615384612,22.31538461538462,735601,43,True,True,0
0,19.0,6.916666666666667,315.32142857142856,66.76190476190474,735601,44,True,True,0
1,28.0,6.833333333333333,332.7619047619047,27.90476190476191,735601,34,True,True,0
0,349.0,2.6666666666666665,229.93939393939394,13.606060606060606,735601,28,True,True,0
1,48.0,14.0,357.47368421052613,45.33333333333335,735601,32,True,True,0
1,6.0,33.5,247.95049504950495,40.158415841584166,735601,28,False,True,0
1,196.0,9.25,282.36842105263156,17.947368421052634,735601,48,False,False,1
1,168.0,7.0,361.13793103448273,0.0,735601,33,True,False,0
1,31.0,8.333333333333334,243.86568627450976,32.11470588235295,735601,21,True,False,0
0,132.0,4.666666666666667,279.06896551724134,27.896551724137932,735601,40,True,False,0
1,315.0,19.4,294.59183673469386,31.285714285714285,735601,21,True,True,0
1,86.0,4.833333333333333,270.46666666666664,19.066666666666663,735601,34,False,False,1
0,686.0,9.333333333333334,256.60543859649124,32.93842105263158,735601,21,True,False,0
0,125.0,31.5,231.93700787401582,25.834645669291344,735601,25,True,True,1
0,883.0,3.0,260.57894736842104,30.263157894736842,735601,39,True,False,1
0,512.0,5.0,366.05555555555554,18.444444444444443,735601,37,True,True,0
0,403.0,6.833333333333333,204.23809523809524,21.64285714285714,735601,34,False,True,0
1,428.0,4.833333333333333,231.46666666666667,27.599999999999998,735601,31,True,True,0
1,108.0,13.166666666666666,344.0375,53.04999999999999,735601,21,True,True,0
0,707.0,3.5,199.86363636363632,28.5,735601,25,False,True,1
0,383.0,2.5,391.875,0.0,735601,31,False,False,0
0,519.0,6.0,290.67567567567573,26.135135135135137,735601,28,False,True,0
0,147.0,3.5,235.1363636363636,1.3636363636363649,735601,39,False,False,0
1,267.0,4.166666666666667,292.07692307692304,20.23076923076923,735601,39,False,True,1
0,746.0,4.166666666666667,215.57692307692307,31.76923076923077,735601,27,False,True,0
0,667.0,10.0,317.327868852459,26.229508196721312,735601,27,False,True,1
0,2.0,6.166666666666667,254.81578947368422,41.71052631578947,735601,22,True,False,0
1,10000.0,0.0,0.0,0.0,735601,45,False,True,1
0,676.0,7.0,295.48837209302326,41.53488372093023,735601,22,True,True,0
1,252.0,6.166666666666667,357.6578947368421,40.13157894736842,735601,35,True,True,1
1,28.0,9.833333333333334,349.9393333333334,30.01066666666667,735601,34,False,True,0
0,668.0,4.5,243.1785714285714,17.464285714285715,735601,27,True,True,0
1,178.0,10.333333333333334,306.5079365079365,42.730158730158735,735601,42,True,False,0
0,35.0,29.0,428.21714285714296,42.25714285714286,735601,35,True,True,1
0,608.0,3.8333333333333335,257.7916666666667,0.0,735601,57,True,False,1
0,180.0,16.333333333333332,246.83838383838383,22.959595959595955,735601,23,True,True,0
1,10000.0,0.0,0.0,0.0,735601,26,True,True,0
0,63.0,21.666666666666668,304.25954198473283,47.06870229007633,735601,37,False,True,1
0,460.0,4.6,237.16666666666666,0.0,735601,56,True,False,0
0,778.0,3.8333333333333335,371.5833333333333,40.708333333333336,735601,26,True,False,0
0,352.0,6.666666666666667,275.3121951219512,15.590243902439022,735601,32,True,False,0
1,155.0,12.333333333333334,270.35999999999996,19.42666666666667,735601,39,False,False,1
0,148.0,8.5,338.4807692307692,30.63461538461539,735601,32,True,True,0
0,398.0,8.166666666666666,372.8,25.94,735601,35,False,False,1
1,505.0,1.4,466.75,31.875,735601,31,True,True,0
1,238.0,2.6666666666666665,268.94117647058823,0.0,735601,33,True,True,0
0,210.0,10.2,368.6730769230769,13.557692307692308,735601,44,True,True,0
0,610.0,8.5,237.4425,28.8651923076923,735601,49,True,False,1
0,809.0,4.666666666666667,290.3448275862069,27.586206896551722,735601,33,False,False,0
1,107.0,7.666666666666667,407.5531914893617,74.27659574468085,735601,29,True,True,1
1,251.0,14.833333333333334,339.2111111111111,34.833333333333336,735601,32,False,True,0
1,2.0,10.2,359.75,36.51923076923076,735601,21,True,True,0
1,0.0,16.444444444444443,153.40939597315435,8.342281879194628,735601,26,False,False,1
1,28.0,15.166666666666666,264.8260869565218,37.510869565217405,735601,29,True,True,0
0,7.0,6.857142857142857,415.83673469387753,35.795918367346935,735601,30,False,True,1
0,237.0,7.6,264.4358974358974,19.025641025641026,735601,42,True,False,1
1,447.0,8.166666666666666,431.2200000000001,51.16,735601,28,True,True,1
0,566.0,9.0,277.3636363636363,38.70909090909091,735601,35,True,True,1
0,305.0,1.8333333333333333,122.16666666666667,9.916666666666666,735601,37,False,False,0
1,105.0,5.5,521.4411764705883,0.0,735601,29,False,False,1
1,63.0,26.5,239.00512500000008,36.95737500000001,735601,41,True,True,0
1,25.0,31.5,373.1842105263158,47.478947368421046,735601,46,True,False,1
1,22.0,9.272727272727273,142.35922330097085,20.40776699029126,735601,25,False,True,1
0,811.0,2.3333333333333335,556.8,0.0,735601,44,True,True,0
0,440.0,7.0,294.046511627907,27.95348837209302,735601,33,False,True,1
0,805.0,7.5,303.1521739130435,14.217391304347826,735601,27,True,True,1
1,498.0,2.3333333333333335,295.4,0.0,735601,24,True,False,0
1,35.0,4.777777777777778,371.97727272727275,33.63636363636364,735601,24,True,False,0
0,64.0,45.25,192.2747252747253,22.181318681318682,735601,16,False,False,1
1,390.0,20.0,260.280826446281,44.60347107438017,735601,21,True,False,0
1,49.0,14.666666666666666,316.179775280899,56.820224719101134,735601,30,False,False,1
0,8.0,19.25,414.7820512820513,54.243589743589745,735601,26,True,True,0
0,549.0,6.5,205.70370370370367,25.074074074074073,735602,30,False,False,0
0,135.0,8.25,379.02941176470586,30.264705882352942,735602,33,True,False,0
1,79.0,20.333333333333332,294.0483870967742,23.338709677419356,735602,31,True,True,1
0,176.0,11.666666666666666,323.5352112676056,18.450704225352112,735602,44,True,True,1
0,104.0,23.0,196.3021582733813,21.359712230215823,735602,31,True,True,0
1,10000.0,0.0,0.0,0.0,735602,32,True,True,0
0,670.0,5.333333333333333,373.2121212121212,32.06060606060606,735602,52,True,True,0
0,164.0,7.333333333333333,303.4222222222222,11.11111111111111,735602,33,True,False,0
0,63.0,7.5,292.5869565217391,10.456521739130435,735602,54,False,True,0
1,19.0,11.833333333333334,228.49999999999994,31.875,735602,118,False,False,1
0,848.0,6.5,270.27500000000003,30.775000000000006,735602,26,False,False,1
0,258.0,8.666666666666666,296.1132075471698,24.830188679245293,735602,57,False,False,0
1,69.0,27.0,284.26380368098154,23.564417177914102,735602,40,False,True,1
1,32.0,25.142857142857142,211.37288135593224,20.203389830508474,735602,21,True,True,0
1,96.0,33.5,310.4411764705882,18.029411764705888,735602,41,False,False,0
0,680.0,9.333333333333334,255.21035087719298,30.140526315789472,735602,21,True,True,1
1,909.0,1.5,347.0,0.0,735602,21,False,True,0
1,76.0,20.0,334.5619834710744,27.950413223140497,735602,40,False,False,1
1,0.0,7.833333333333333,234.02083333333337,26.354166666666668,735602,41,False,False,1
1,6.0,109.33333333333333,189.80669710806703,20.7716894977169,735602,37,False,True,0
0,140.0,3.6666666666666665,441.4347826086956,13.739130434782613,735602,35,False,True,0
0,605.0,2.8333333333333335,251.61111111111111,23.055555555555557,735602,24,False,True,0
0,80.0,65.33333333333333,356.6294416243655,45.96954314720812,735602,30,True,True,0
1,203.0,11.333333333333334,334.3913043478261,26.594202898550723,735602,30,True,False,0
1,2.0,28.833333333333332,370.98275862068976,41.114942528735654,735602,37,False,False,0
1,141.0,13.0,262.3164556962025,24.075949367088608,735602,30,True,True,0
1,13.0,52.666666666666664,533.6656151419559,41.42586750788642,735602,40,False,False,1
1,21.0,44.666666666666664,303.7026022304833,37.42007434944238,735602,33,False,True,0
1,372.0,19.166666666666668,311.6163793103449,28.625,735602,26,False,False,0
0,521.0,2.6666666666666665,306.52941176470586,17.176470588235293,735602,49,False,False,0
1,125.0,3.2,223.88235294117646,17.588235294117652,735602,21,True,True,0
0,243.0,2.3333333333333335,329.4,21.8,735602,44,True,True,0
1,183.0,1.3333333333333333,260.55555555555554,0.0,735602,29,False,True,0
0,557.0,7.166666666666667,252.8181818181818,0.0,735602,53,True,False,0
0,231.0,7.5,345.82608695652175,34.13043478260869,735602,48,True,True,0
0,545.0,18.166666666666668,289.54545454545456,4.545454545454546,735602,21,True,True,1
1,0.0,22.166666666666668,313.6940298507464,39.00746268656717,735602,42,True,True,1
1,4.0,3.1666666666666665,298.25,31.4,735602,39,True,False,0
0,641.0,4.333333333333333,409.2222222222222,50.851851851851855,735602,47,True,True,0
0,672.0,5.333333333333333,254.45454545454547,31.787878787878782,735602,29,False,False,0
1,88.0,10.5,287.85937500000006,68.59375000000001,735602,30,True,True,0
0,83.0,4.4,244.0,22.111111111111118,735602,30,True,True,0
0,749.0,3.1666666666666665,242.75,15.0,735602,38,True,False,1
1,510.0,2.8333333333333335,376.94444444444446,36.833333333333336,735602,33,True,False,1
0,812.0,2.6666666666666665,349.0,0.0,735602,32,True,True,1
0,86.0,5.166666666666667,209.34375,12.1875,735602,43,True,True,0
0,189.0,4.166666666666667,374.3076923076923,1.1538461538461529,735602,38,False,False,0
0,127.0,16.666666666666668,284.2871287128713,30.673267326732674,735602,45,True,False,0
1,55.0,13.666666666666666,345.98795180722897,23.987951807228917,735602,32,True,True,1
0,525.0,4.285714285714286,284.4193548387097,23.193548387096776,735602,39,True,False,1
1,544.0,0.6666666666666666,434.0,0.0,735602,33,True,True,1
0,625.0,10.833333333333334,302.45454545454544,28.590909090909097,735602,41,True,True,0
1,309.0,11.25,356.43478260869557,20.41304347826087,735602,28,True,False,0
1,44.0,15.25,339.758064516129,44.04838709677419,735602,40,True,True,0
0,174.0,5.166666666666667,226.59375,35.09375,735602,32,False,True,0
0,128.0,13.4,270.4705882352941,27.01470588235294,735602,31,True,False,0
1,73.0,12.5,306.55263157894734,50.86842105263158,735602,31,False,False,1
1,32.0,7.777777777777778,374.0281690140845,38.83098591549296,735602,41,False,True,0
0,546.0,5.666666666666667,409.34285714285716,36.2,735602,48,True,False,0
1,112.0,13.333333333333334,252.37024691358027,24.92604938271605,735602,45,True,True,1
0,258.0,10.833333333333334,373.8030303030303,45.46969696969697,735602,39,True,True,1
0,127.0,4.833333333333333,402.7,0.0,735602,46,True,True,1
0,480.0,4.0,247.68,25.839999999999996,735602,24,False,True,1
0,819.0,3.8333333333333335,199.12500000000003,13.75,735602,49,False,True,1
0,387.0,14.5,283.69318181818176,30.15909090909091,735602,36,True,True,1
0,331.0,2.5,225.49999999999997,30.187499999999996,735602,27,True,False,1
0,557.0,2.6666666666666665,388.70588235294116,29.0,735602,35,True,False,1
1,98.0,4.5,264.75000000000006,15.678571428571429,735602,18,False,False,0
0,24.0,29.5,213.85393258426967,19.41011235955056,735602,27,False,True,0
1,20.0,43.0,373.54022988505756,36.94252873563219,735602,33,True,False,0
0,438.0,8.333333333333334,345.2549019607843,27.705882352941178,735602,23,False,True,1
0,706.0,5.166666666666667,274.40625000000006,22.15625,735602,30,True,True,0
1,235.0,4.333333333333333,244.14814814814815,29.66666666666667,735602,33,False,False,0
0,456.0,9.0,288.23636363636365,14.545454545454543,735602,40,False,False,1
1,20.0,10.0,346.5081967213115,29.934426229508194,735602,28,False,True,0
0,503.0,4.5,363.67857142857144,56.17857142857144,735602,31,True,True,0
0,457.0,12.166666666666666,204.22972972972974,13.378378378378379,735602,40,True,True,0
0,34.0,26.0,248.67924528301884,11.245283018867925,735602,49,True,True,1
1,8.0,23.25,332.2553191489362,44.840425531914896,735602,39,True,True,0
1,499.0,1.1666666666666667,341.25,0.0,735602,29,False,True,0
0,463.0,3.4,214.0,0.0,735602,22,True,True,0
0,812.0,3.0,269.7368421052632,33.368421052631575,735602,26,False,False,1
1,78.0,18.333333333333332,274.3513513513513,13.027027027027025,735602,33,False,True,0
1,0.0,13.166666666666666,282.0875,35.449999999999996,735602,29,True,True,0
1,7.0,8.666666666666666,266.01886792452825,20.69811320754717,735602,46,False,False,0
0,21.0,12.25,369.92,38.36000000000001,735602,31,True,True,1
0,477.0,4.333333333333333,291.9259259259259,14.518518518518519,735602,25,False,True,0
0,645.0,22.0,364.33082706766913,61.96240601503758,735602,28,True,True,0
1,349.0,1.6666666666666667,689.1818181818181,0.0,735602,29,True,False,1
0,490.0,8.666666666666666,251.24528301886795,31.886792452830186,735602,30,True,True,0
0,183.0,7.333333333333333,259.55555555555554,23.844444444444445,735602,26,True,True,0
1,166.0,21.5,158.64367816091954,0.0,735602,29,True,True,0
0,82.0,14.5,368.42372881355936,58.9322033898305,735602,23,True,True,0
0,724.0,3.5,237.0,26.772727272727273,735602,28,True,False,0
0,131.0,8.333333333333334,277.25490196078425,30.098039215686274,735602,30,True,True,0
0,35.0,17.75,362.2361111111111,19.708333333333332,735603,25,False,True,0
0,407.0,1.8,318.1578947368421,22.57894736842105,735603,33,False,True,0
0,26.0,14.0,340.2,0.0,735603,25,True,True,0
0,157.0,3.6666666666666665,713.1304347826087,18.391304347826086,735603,21,False,False,0
0,758.0,6.6,287.44117647058823,28.91176470588235,735603,27,True,True,0
1,19.0,2.5714285714285716,240.47368421052633,65.47368421052633,735603,21,False,True,0
0,319.0,3.5,167.5,0.0,735603,31,True,True,0
1,115.0,12.333333333333334,290.10526315789474,69.52631578947367,735603,23,True,True,0
0,550.0,8.0,233.02439024390245,27.975609756097562,735603,35,True,False,0
0,553.0,2.5,272.4375,23.8125,735603,39,True,True,0
1,71.0,20.8,382.42866666666663,31.71419047619048,735603,42,True,False,1
1,7.0,31.666666666666668,314.98952879581157,43.31937172774869,735603,28,False,False,1
0,518.0,4.5,256.17857142857144,0.0,735603,21,False,True,1
0,82.0,6.666666666666667,242.48780487804882,12.195121951219512,735603,56,True,True,0
1,85.0,10.5,289.671875,27.921874999999993,735603,31,False,False,1
1,161.0,57.5,257.7846820809249,27.073699421965323,735603,47,True,False,1
0,742.0,3.3333333333333335,244.23809523809524,21.428571428571427,735603,40,False,True,0
1,61.0,21.333333333333332,200.05426356589143,24.62015503875969,735603,34,False,True,0
1,166.0,5.0,208.67741935483866,22.645161290322584,735603,21,True,True,0
1,21.0,17.666666666666668,423.3177570093459,41.14018691588785,735603,29,True,False,1
0,96.0,6.166666666666667,200.1315789473684,0.0,735603,60,True,False,1
1,333.0,15.5,213.3031914893617,23.04787234042554,735603,21,True,True,0
0,11.0,3.1666666666666665,190.55,13.25,735603,23,False,False,1
1,35.0,77.2,280.65377260981893,29.1653488372093,735603,43,True,False,0
0,164.0,10.666666666666666,311.5538461538461,28.09230769230769,735603,22,True,True,0
0,377.0,16.166666666666668,260.07142857142856,32.5,735603,21,True,True,0
1,4.0,15.5,169.2941176470588,32.470588235294116,735603,28,True,True,0
1,1.0,3.6666666666666665,674.6521739130435,35.91304347826087,735603,22,False,True,1
1,22.0,12.5,298.71052631578954,26.973684210526315,735603,31,False,False,1
0,364.0,5.4,222.96428571428572,13.678571428571429,735603,24,True,True,0
0,714.0,7.5,187.34804347826085,6.521521739130434,735603,32,True,False,0
0,210.0,5.5,347.41176470588243,19.0,735603,30,True,True,1
1,0.0,79.66666666666667,387.8147181628396,50.40240083507308,735603,42,True,False,1
0,462.0,6.166666666666667,244.44736842105263,0.0,735603,31,True,True,0
1,13.0,12.666666666666666,334.19480519480516,22.01298701298701,735603,26,True,False,0
0,771.0,4.833333333333333,425.2,0.0,735603,30,True,True,1
1,49.0,26.333333333333332,335.91830188679245,35.943333333333335,735603,24,True,False,1
0,286.0,14.833333333333334,366.47777777777776,8.11111111111111,735603,25,True,True,0
